visitorid,itemid
222046,173780
499910,16417
1400958,409804
548772,127995
1075423,166306
1075423,382885
1165346,368113
1075423,125016
1276055,332302
1337665,119586
1015139,51969
836635,386724
420572,198903
105164,385475
118831,23054
899494,389814
776927,314201
548772,157121
851416,279473
836635,231092
1128161,350384
836635,44648
1042112,259227
1356614,165337
836635,17478
98887,75195
1024199,448839
744243,42837
744243,45216
204392,15903
562813,184903
562813,312728
754046,264183
976601,11311
16975,413241
1039976,45377
458267,198903
1357083,391156
1184363,146492
376591,257534
1075423,167543
138131,127939
39480,151385
562364,11976
1309268,186352
316850,380061
1325176,122456
342381,253150
201690,350384
836635,65346
1075423,385355
548772,185167
1287798,409804
343412,255614
1032,243949
1150086,1152
1024199,367664
836635,308967
602688,231482
729517,353237
433583,323030
1165346,368113
1075423,12217
621942,82229
739647,385355
1364037,64099
365845,92668
471485,315545
316850,204023
328911,175818
672896,461686
723877,178416
137110,129121
1350315,197709
239564,248127
1255826,445486
1024325,275703
836635,311464
675368,311464
530559,330469
530559,16509
537127,132168
1368638,100282
770015,49384
1150086,316472
836635,193828
1161252,104560
1161252,44631
1366329,73093
264883,272733
917500,160015
1009613,193518
400159,105875
455429,104342
371606,128513
1296680,90931
1150086,218962
504656,422561
236158,161666
1077968,206937
1243048,89766
371606,425094
331610,129220
836635,92979
999814,36130
1220372,32450
1150086,406543
130293,246090
615250,313007
647011,351074
294088,122529
1009613,367374
389058,34148
521580,115258
836635,433264
48703,193518
118129,247059
118129,201742
387388,239564
713967,99675
39272,48030
86982,324290
317601,279316
761181,81763
1009613,367374
695074,104342
514943,398343
1118397,354151
530559,112709
303706,119586
1150086,170353
530559,289633
400159,263993
504656,232172
761181,87856
836635,268530
861638,239691
610115,17478
395411,322620
574213,151061
239564,148034
239564,132507
836635,266085
836635,439194
329190,65420
578239,327799
1150086,7943
385414,340093
530559,465522
1150086,191763
1220372,407344
392826,378637
1398725,34657
34667,284455
1330764,96882
700110,429846
461414,243606
300941,303229
371606,90931
836635,406412
130293,464960
1150086,66480
1012836,458637
329190,90238
331980,90931
667707,458637
1077968,30155
1077968,193304
1077968,278363
387388,48030
530559,225420
836635,198637
592555,48030
118129,45731
530559,161371
574213,90487
1150086,378637
389058,279316
264883,272733
1005052,90931
823705,324391
1239490,90389
761181,206298
989023,38932
239564,217585
1008793,187138
836635,187494
147290,446522
836635,416017
684873,101652
1342222,197049
684514,231655
437984,83882
892464,73311
804113,411572
1074449,153778
1124964,157576
1035426,101718
1170441,356024
920899,112917
1333167,114879
346132,282528
568481,459631
413758,321089
296024,236512
944307,434273
370053,282385
703762,39854
1152259,296246
354766,329729
254893,69533
908446,307981
707844,436694
1250902,17379
836635,37068
1261090,61303
371606,272370
917594,317356
168684,303833
836635,277627
996879,361656
1019032,32499
684514,429707
1070029,152644
1314820,8638
1097897,380527
684873,210002
45870,407058
1118004,14428
798441,302242
494576,398489
684514,348677
1250902,437371
1006407,272370
885909,396575
684514,441668
748001,168360
1355454,281212
1178494,266900
179034,325189
17591,224182
996879,46156
1084265,274798
769985,112277
684514,371756
480000,156468
1314820,8638
118543,443865
177537,145403
836635,147879
385071,269088
684514,406543
181972,423315
684514,342264
684514,29940
475204,431417
373906,265165
371606,25091
996879,85334
1171831,372568
413758,426635
413758,426635
809888,268113
277476,420960
836635,159344
684514,428393
801026,7943
1336835,28789
1336835,132633
1171920,46130
1336983,5143
1372364,142240
996879,97348
1323354,340921
230233,403039
822553,184331
354766,184370
354766,1895
1070029,190172
996879,119736
996879,458637
371606,231482
353930,387780
758725,426174
45870,357054
222534,399531
226088,221290
1290200,301990
909282,460990
249053,159780
955335,51768
1341603,283283
413758,321089
774758,390734
684514,134118
416697,257420
121214,312060
684514,391289
684514,36117
996879,186702
419333,227095
836635,161623
1372364,316753
1330823,308779
344688,4117
371606,204820
1132349,338148
996879,371390
684514,437371
344271,23762
1171920,213834
1073844,310894
1256074,177516
836635,198995
1291043,126810
684514,412041
204496,20092
836635,248512
219332,20407
371606,393123
138131,457045
944307,219162
684514,176547
684514,451335
684514,43404
836635,155354
853747,437106
268999,257575
90565,179813
996879,163829
1124964,276056
204341,343256
1197341,402415
235067,238394
93978,157441
1036286,135864
235606,70237
836635,232406
371606,319092
1384234,71380
1035426,101718
836635,115826
64444,375107
454808,190745
883069,375894
371606,220797
883069,307062
853747,392300
371606,253286
202290,432409
933910,48030
958461,130822
836635,1261
684514,27537
138131,208505
148402,238321
996879,353111
371606,133001
316968,195423
371606,439875
1070029,213834
836635,95981
635778,448220
138131,128569
1374146,257200
1041986,265113
37288,119586
1377712,78915
684514,184799
304854,324290
215257,329615
475204,274345
1248805,273872
1171831,114913
996879,119736
1165524,230040
1006407,255161
116997,307428
1336835,349318
17591,458140
1178494,869
98364,365512
1124964,274243
1124964,161506
275823,365889
684514,410951
316968,195423
1362799,23762
138131,264179
1175636,69799
627358,73602
825224,385261
1150086,116968
656602,437900
1084677,234958
947389,86665
671906,362819
73029,159780
374927,341009
152891,137454
1086334,104254
990216,243910
990216,109308
990216,379953
1081220,227869
864848,281212
1334582,408218
1113417,455829
1113417,32937
350839,120941
996879,422561
996879,359336
783254,265625
1150086,94019
582423,267872
1132989,129643
819520,352042
1150086,235880
1207835,190920
947389,315545
248679,404213
248679,230605
956280,300068
288488,282446
1138103,437756
1267546,400859
836045,19278
182582,306551
138131,76491
1150086,192491
1150086,169003
683796,105187
550414,273754
1150086,8347
1150086,210984
1126569,238822
789945,384616
691268,352705
1150086,117677
248679,71733
689115,233517
689115,336319
610859,81453
1055133,208888
996879,448453
1150086,264736
566951,23626
566951,407947
638736,88985
947389,415224
248679,345086
996879,86824
290356,63489
1207835,194270
596140,123212
330865,105870
248679,416017
683796,332531
959326,221290
1368582,148146
248679,44631
996879,403969
691013,374784
689115,176492
248679,348352
248679,342789
1132655,238822
825224,187226
1150086,230376
1333481,116624
1084677,11198
947389,279831
1300863,58726
886905,136236
288488,36039
908278,450082
836045,459546
1267546,104752
1305792,171653
722862,254196
924939,119396
1150086,219550
434563,80435
909547,118440
1007184,233893
330865,242314
330865,417927
935588,243980
1090044,205756
996879,287449
248679,376834
1150086,377018
905280,234255
1226883,210984
156391,369197
566951,214357
74404,220003
1317418,233298
459332,241826
248679,98387
366706,192245
943572,294676
853874,389321
94463,289249
569401,161623
899857,45649
1150086,171611
181723,315543
780733,150809
824119,166437
138131,362807
1244638,352441
1244638,426520
980867,300594
278041,199910
979535,416017
566951,349453
94463,257040
184607,451785
248679,444931
1081220,213834
646035,136553
934244,301602
1203145,292444
3896,407518
1150086,58638
138131,428446
502646,148484
689091,329857
1017137,286620
684514,328631
153780,181188
1150086,227211
1150086,37254
1169956,12765
1318304,72721
1293358,340794
838490,235047
1229936,226089
705542,119298
395552,92466
1324121,359990
1150086,172063
179210,48030
224732,164035
1297168,464731
705542,177382
760673,29741
691215,192847
1062982,70148
705542,179601
1293358,129594
240496,248455
224732,164035
366382,1377
1151882,321089
804712,324290
395552,442725
608240,395225
1032349,453432
1205120,129794
973109,344446
1146070,349809
371711,262407
322355,150215
643535,276282
631757,374759
705542,245005
1293358,272324
137011,73898
868475,236266
1150086,242035
110412,171878
137613,248455
1287860,192237
128727,205663
192352,312904
324620,332078
705542,546
1396315,165650
1293358,456005
705542,426947
110412,461686
230847,22495
308392,309778
153536,158666
128727,346015
1032349,210985
301487,368403
395552,75102
1078266,225856
593595,360922
691215,192847
908786,222097
1150086,197422
815905,159380
815905,447661
1150086,183814
1293358,367647
1150086,56303
1032349,275294
705542,11279
883745,185504
760673,400093
364073,113440
137011,341344
1150086,546
1150086,281281
971243,219512
1150086,130865
492384,229388
290203,374962
1150086,344446
224732,164035
750603,11279
1150086,76477
192352,312904
1293358,323381
883745,32313
1322637,157438
705542,428646
1112769,205158
395552,442889
523654,336891
674837,47043
1198289,58663
4368,258208
1374804,128745
24409,461765
18573,44172
461468,97661
1297334,417464
242861,20092
899857,260415
191448,342145
1310033,16344
1388473,449776
793038,264286
1076857,128745
532575,546
190037,351435
530559,123964
83748,369908
329963,350384
1150086,461093
995225,454137
432814,436748
1128088,44402
320142,420731
355053,350191
744454,88446
826275,354153
793038,264286
530559,230554
1007724,227331
1007724,271812
899781,409923
1150405,432748
813450,248065
1159713,66258
374477,30990
1150086,60966
530559,294419
1329874,165348
530559,11279
284767,455183
844369,190000
1007724,278679
1150086,132187
1067500,46924
813796,315543
294706,7943
308421,331244
256877,16344
429764,48213
675313,218487
749407,258753
852288,115754
751832,272770
24409,380302
1150086,230911
453995,465211
1150086,420960
308421,331244
859654,465751
596678,400093
99569,449391
1150086,130709
1194505,250274
268239,41932
1150086,396445
995225,45731
18573,416017
796470,256952
785814,216225
530559,119736
381504,176119
258107,20968
1054391,235460
1150086,37068
1104957,389158
1104957,240160
1076857,30702
180818,11279
882367,112782
1150086,368328
1380106,9131
1150086,11279
393733,143416
741488,341482
1265536,282506
1149209,19545
1013524,351101
205501,148123
995225,425527
18573,315911
1099801,303715
1310033,349470
1310033,23055
143361,342331
826275,152501
244556,297726
530559,231726
897982,214335
1150405,346534
899781,409923
1150405,447661
1104957,390591
1104957,342443
746841,445676
1005234,406071
1150086,257655
320142,378901
995024,170283
796470,461686
470176,461686
1310033,198954
1310033,303229
793038,264777
1246009,39773
308421,331244
995225,425527
329154,261269
1297062,254101
1013883,242156
487541,241555
325641,140296
965603,62400
388182,326314
388182,211243
1305875,218211
982154,94488
1064358,39854
253328,239564
1165669,178358
1242328,256432
152963,57723
197290,31791
1401260,177728
530559,334432
1013810,302792
479005,10934
96640,249469
1398978,8015
1398978,330029
457524,391049
818734,315309
1297062,377269
575295,25
964794,270950
641557,219718
1150086,268336
67301,119298
1385073,268883
1385073,391823
553226,57810
965434,406021
175106,446820
842297,274225
982154,126755
1188331,176484
152963,38394
891938,301895
1148273,168661
760257,23247
428022,386758
569471,403238
1052690,441852
1297062,18155
1238931,70435
968156,233200
897565,425705
119827,41169
48245,374092
1345272,403564
1385073,456468
664721,329857
664721,186673
664721,450020
1398978,336668
1398978,252023
1398978,62805
1297062,69730
225607,170671
62602,448690
530559,20158
729960,298419
862797,212438
152963,231482
1232441,22668
226999,43267
5061,102209
240176,32402
998938,412404
1297062,386724
1385073,58638
346453,265810
1239679,215363
1237629,248455
152963,358428
175106,140070
1013883,108515
1013883,5206
1013883,234414
550259,435047
316151,413902
69442,30391
152963,396853
152963,391049
1352763,294438
530559,425521
128491,9877
1297062,105190
630627,303573
1398978,422327
530559,459989
173863,8786
428397,389158
1148075,295846
31645,270383
31645,436004
130658,432842
147808,55161
434317,450248
797295,29605
1118705,398042
1145611,318392
899857,245707
1043181,229912
195919,278216
152963,119736
1363631,393111
229432,192144
1125220,122500
1385073,113440
1297062,232425
530559,48997
1203467,136523
134360,273041
982154,219701
927384,110421
1113250,398489
1385073,414460
114403,202762
709940,264133
412692,145159
1336747,10572
679084,137005
326233,303715
153780,448453
366509,128745
39467,135282
664721,146303
1345272,80661
1345272,312129
1385073,455006
1058190,31640
1297062,179601
1385073,1956
1297062,322471
152963,313163
152963,413986
1302340,248455
1398978,38083
1398978,87675
899857,439258
1206962,400093
895999,186540
1297062,9877
220481,117352
152963,186702
550259,439424
550259,25865
1165669,236158
530559,159822
152963,229225
253213,111302
927384,110421
656350,294210
1013883,149382
760257,28284
1013810,286442
1013810,349348
889964,275937
887459,335641
1175322,249352
1074236,334094
729960,406553
192298,156522
927183,213834
283858,33303
446062,91888
1297062,210002
140884,8651
927384,110421
1043181,259487
729960,425477
729960,143230
1385073,259357
488712,428232
982154,97661
870243,74264
530559,252344
629576,118914
89882,133472
577054,17478
413313,16344
567183,200180
676455,447661
783364,223829
152963,244458
1013883,37863
31645,179526
1336747,461686
600339,118914
141135,399243
152963,45520
1297062,357313
1398978,49405
664721,222082
664721,48968
152963,210002
927183,346892
823982,443047
964794,320130
964794,465751
896347,78759
953963,308438
144378,324963
1146790,119736
534914,119267
676455,447661
1146790,69868
553710,27020
152963,420960
152963,434277
73819,326974
69442,30391
152963,315919
1385073,424512
722406,458608
35623,135864
667148,224832
1308763,361814
981838,291667
1106244,264604
350678,138427
861299,226647
861299,244458
152963,387
1013587,246366
1293358,57017
1223705,414428
610841,278100
1368970,213695
1288724,415301
825563,347595
152963,463804
1187718,463989
861299,40542
705542,168367
1218480,248626
546836,210893
1375685,389950
425648,349506
795257,73019
1098035,82278
860950,22495
1385073,116624
1320417,205646
1385073,265113
142099,116624
711733,38965
214083,302858
666594,458608
705542,275625
705542,456056
800426,454124
712440,48388
109184,176399
109184,142162
109184,239073
290246,388461
706050,7943
1123245,77573
672217,158912
1360837,72435
615132,363044
821982,207136
35623,288525
1385073,354176
154559,272263
744118,169203
152963,11621
482401,244494
666163,66780
152963,327424
72373,461686
600337,358906
1046837,138115
831854,170277
145261,388536
127452,121835
180648,457970
615132,168927
429169,374759
615132,162745
423185,199931
197491,150215
532641,213738
1385073,312130
241356,397949
1385073,322506
1130351,10148
271486,256721
1308763,456986
360552,367490
828219,6853
1293358,172977
1385073,356743
705542,449559
939279,448020
720561,393799
615132,427777
213330,188550
322310,9877
1293358,98051
1368970,213695
37972,373842
1385073,108390
902303,425705
778118,260426
59209,271151
615132,389682
519346,78704
1368970,213695
374700,427103
94182,461686
615132,155485
152963,372188
1146169,183758
705542,150236
1293358,44208
1293358,349002
1375685,99117
119827,20932
615132,78729
162313,424265
705542,173938
1293358,227667
688825,109025
1385073,176923
1293141,138816
1385073,400077
861299,275625
563104,458019
678935,546
109184,246636
109184,24089
145261,201955
498856,92466
1385073,204790
399094,382848
1352723,465616
480198,323896
271486,92805
1385073,272455
35623,196484
821982,36119
1245726,223582
106381,84310
498856,215172
1385073,439352
567340,74009
175940,364166
1385073,217425
969845,427357
458069,178935
152963,277247
615132,19545
88183,4442
705542,22347
42261,162745
1375685,85791
1375685,266032
1407110,360922
792479,368314
152963,104891
622534,26634
346862,29757
818734,110403
127452,359910
895999,135311
483316,389682
807462,173938
993282,18846
887007,19349
1293358,246117
930694,341018
533484,379634
113314,275294
744118,330045
1056162,128745
800426,250589
1343903,31791
179362,441265
705542,275625
1375685,317226
1375685,196395
621720,161613
1385073,75922
542156,139725
904736,333804
705542,136329
973243,239494
173019,193545
1231186,259357
253213,328278
939279,400077
615132,461614
818734,408132
300421,56630
768875,446849
550370,239538
705542,216391
705542,205313
35623,175142
241356,181315
1269725,354233
911377,144704
803016,339703
969845,427357
969655,73898
688645,327797
152963,352230
109184,321379
175709,228083
861299,172282
767178,363285
634183,196800
412091,72031
861299,371585
964794,274358
861299,363663
861299,397692
173863,322489
861299,23332
1095124,116475
355934,4538
610819,352115
1254379,156436
1254379,164121
1183536,59211
705542,338660
1044986,441852
530559,350724
530559,247483
137285,163751
964794,9877
745007,372254
34705,278586
705542,303573
864696,416399
725007,279087
512281,432925
900715,265872
861299,183087
1126793,408305
1385073,367514
731376,427777
843284,413874
681231,214187
918585,4950
1153564,444190
1176924,2455
450966,315158
795423,183758
964794,222888
500130,369158
163156,146471
1286525,60957
685665,34250
964794,258600
705542,215505
414307,102471
1254278,288525
883093,316255
1254379,142076
1254379,415236
264044,139740
152963,212060
693975,2455
250146,461686
1040266,109025
800138,345086
705542,393252
1146169,183758
964794,144936
861299,21746
242654,361142
242654,373823
346435,328848
1102311,424506
202835,192413
861299,246838
888469,99688
794751,363210
705542,116624
780392,417673
542156,401765
964794,279402
964794,461686
843284,358348
516563,308283
15852,182665
1136709,429595
1367706,150215
302094,413874
734226,185346
1084018,147807
152963,330506
1084018,147807
163156,146471
152963,433305
246796,217328
1254379,164681
105552,270081
861299,350140
1269810,115284
1192580,450760
530559,333792
264810,325310
460170,241940
1153564,398762
1153564,330469
1153564,398762
710895,430397
861299,449912
344293,174896
543762,464751
780392,461686
926397,128132
530559,245349
1126569,118754
152963,67719
407086,67486
888469,369040
257462,426550
1112013,73091
861299,3188
516563,388318
1318049,91888
845909,254418
400794,141755
861299,17700
802702,180380
86005,100431
861299,106027
861299,51792
110606,219512
209395,450758
152963,377868
152963,208820
821436,373842
107007,378862
152963,383864
246796,444177
530559,21013
250146,171878
861299,352559
861299,337286
1149521,175885
881061,240558
443006,393689
1385073,78163
861299,71800
173863,253602
1153564,330469
1044842,349470
1289841,11976
242654,450082
1102467,1931
152963,45317
861299,130828
861299,103645
204328,324694
964794,189764
689266,9877
1009686,417927
152963,89087
955081,436485
152963,98962
884674,119538
1254379,351641
1126793,406116
152963,199348
1088211,10966
1103783,183758
861299,167543
152963,197561
609294,250019
964794,107020
341179,289043
863203,216044
883093,10516
861299,22568
543762,41662
344293,218973
152963,33087
500130,301721
500130,216266
450098,114177
1153564,444190
964794,17478
579349,162745
861299,429765
1092403,84310
1307375,392408
256821,151508
432335,348620
775821,225856
883093,51969
530559,249247
1254278,81944
156674,248455
954541,375822
1385073,424387
705542,119736
1337038,367447
219932,118742
1041389,461686
1038646,72435
861299,224166
588708,361956
750808,230616
861299,119942
152963,421702
312233,89688
861299,104116
1271092,380226
152963,420960
250146,218794
940445,219512
500130,258613
17028,258155
735322,411486
859964,393111
686262,213954
777942,259011
881061,60330
881061,43022
964767,2455
1382778,178250
702866,255708
754666,338794
592330,292538
698958,130800
771722,457018
851095,294351
530559,190806
1150086,408172
1150086,294284
323896,334047
837657,391472
901963,443755
488020,235018
1267084,190814
1382778,436710
1150086,279257
336149,224625
1150086,352723
1175782,299113
19206,288340
1104456,60080
1104456,260966
791551,390591
1255688,220540
862608,74570
578528,337698
828218,158829
578528,37029
1243262,258901
647987,397642
1365706,227311
1150086,391952
1005153,420960
1150086,153574
152963,373861
1069361,424512
673950,461686
1115616,422679
152963,183068
86049,390645
334686,150439
700066,455570
356571,323381
488020,57267
530559,317557
292706,352115
43643,21674
129198,187132
964767,178355
1382778,69410
625091,313714
152963,407320
792208,331910
827184,123964
63140,178358
292706,225829
463366,462206
530559,32344
122598,56570
781583,456166
964404,377869
1183770,58086
616066,281544
817080,322717
1150086,127751
837657,134767
1364130,224120
65737,441852
450702,260042
826958,426947
1150086,241940
1079932,266900
152963,2455
152963,406609
1150086,310944
515719,19349
1150086,50648
1146520,378901
1150086,123541
1398624,174923
624006,137189
578528,247908
334686,453432
699342,231501
173863,354889
173863,314990
1340866,390591
1340866,86508
209453,226776
422169,222556
152963,229984
152963,295448
152963,137787
753438,268883
530559,248455
1404086,457180
1219276,207907
863183,285729
336149,224625
550243,227928
1079932,308438
1150086,104634
152963,207572
530559,29825
181727,130304
1126439,222326
261643,461686
152963,323578
784049,174815
784049,303828
1064813,310620
152963,345613
1336078,279332
1315056,124478
100852,4001
263746,338794
702866,255708
686940,65437
450702,260042
112578,275434
1255688,57593
316850,248455
1018616,418609
520459,178274
1070060,2567
17857,152100
432345,247280
1365706,227311
1183770,29196
167101,104891
1243262,290003
334686,364328
242567,147879
530559,444363
832527,339808
176939,374101
683086,152627
614943,243875
114915,331526
381045,21529
198045,111052
359448,207907
1150086,37976
1150086,338461
1204368,202268
6468,289096
502170,318274
173863,33912
152963,266512
761783,264306
947609,131611
152963,216930
346366,302239
144849,406100
144849,406100
836186,149822
938411,375822
802379,257040
1210136,396732
266892,325310
152963,125831
1150086,355752
555329,301634
1365706,227311
1169689,63406
1150086,245158
705542,320130
1255966,301462
1071121,374893
642130,10572
6468,108343
218274,134191
152963,92300
152963,375150
144849,268490
1243437,57841
152963,214757
1331702,240248
802043,199568
901880,320130
705542,119736
793091,351397
1245733,342642
1396374,346996
1150086,137305
115257,96813
115257,84151
1365706,155097
1169689,461686
1169689,125275
705542,340800
539833,8634
615132,446476
98492,216425
988441,418609
598404,279719
705542,331644
642130,357529
152963,239016
6468,65273
152963,356668
1340231,27127
761783,272152
1150086,263182
646402,399592
115257,275705
115257,465606
400991,294807
1197194,217605
602886,461686
204276,226089
1313638,79748
144849,406100
1150086,236385
1277990,35278
761783,303142
1210136,176669
152963,213306
1150086,353373
1094034,252031
937709,297765
808303,96598
980166,461686
328055,263188
802379,257040
925755,116205
238199,9877
1071121,439770
1150086,448044
381045,12720
152963,164828
152963,206930
152963,427639
793091,351397
934663,465565
705542,424186
709263,446820
642130,461686
115257,218177
1214074,406121
144849,332078
173863,138427
938411,15586
1150086,66648
1169689,28072
1169689,266965
1169689,192043
152963,95808
816056,44208
1150086,190398
328055,160034
198045,409770
1169689,124081
1169689,171878
1169689,362495
819108,176082
278088,337306
518659,166358
654496,364762
296431,416017
152963,9877
883655,390645
359890,145100
793091,351397
238199,220678
705542,138834
407522,307588
987534,41860
10685,83168
875441,259011
213865,212917
1084305,48622
211130,418211
602886,172068
152963,31980
969860,432480
947609,105823
701145,194356
171688,363538
1365706,365889
847359,442565
187035,322887
1210136,456858
187035,388381
938411,67714
615132,128239
1229650,183758
449026,62549
6468,378760
328055,357583
328055,160034
328055,263188
328055,357583
1197343,9877
152963,416399
1360314,174436
846135,267236
6390,158666
743101,256270
1332844,299222
821737,106741
1178073,63074
670220,349802
1396078,452361
952791,316351
1260012,242910
1150086,308510
361066,347617
1049610,420518
1178073,90036
1178073,264221
789749,233084
705542,70818
1178073,188830
1178073,282820
379925,257723
379925,280939
1011481,235047
225043,274051
496986,310944
24644,38122
1178073,90759
1178073,45190
1178073,46391
1178073,346598
1134753,120990
1064358,139978
134407,263338
5423,32937
1107097,159624
1385073,130709
1244340,174489
524680,178274
946363,27127
1150086,18265
873361,223003
670220,275469
1369328,356339
1211344,454818
1150086,283923
238781,7943
931900,377635
1178073,293587
795171,297765
1241716,133814
225043,415833
1069526,176484
946363,199857
946363,44590
1385073,119736
1360314,19972
1178073,199273
1178073,254052
1178073,383910
1178073,322051
1178073,116514
1178073,188879
410801,345279
134407,431417
217419,91888
1000561,459475
113137,422494
342244,129643
134407,263338
1083373,386704
142611,345156
200742,239006
743308,48030
632138,441852
113137,122449
530559,7716
1237111,23055
99962,228644
1157313,255689
799716,53516
555251,127331
1367544,441852
653076,441852
397078,288846
130492,415833
822325,77573
1211924,361463
226080,355287
234593,272455
1152738,44329
113137,367490
541411,94187
427353,183361
964794,214723
606338,57275
555251,303912
530559,324079
964794,147955
594511,138758
130492,3566
130492,274051
1152738,125275
1127110,256706
507593,139978
964794,227406
1254842,366433
217419,138982
138322,196629
134407,431417
392507,454818
705611,408203
1000093,199101
1139426,345086
1152738,44329
964794,274804
1237111,16344
234593,224110
1323498,461686
421133,381766
744123,166106
839832,262398
953853,197723
745504,285995
382902,255285
1108631,83995
1106611,72958
1150086,354153
1108631,408203
810342,36278
1210136,334401
91913,248630
625399,325310
899857,172894
1350547,422329
222411,441852
412611,380815
412611,98198
412611,256618
346127,465167
1150086,93831
1308898,57810
884923,196923
772262,240160
899857,75555
866887,195901
1242900,32832
1301279,263792
1403769,73123
899857,280247
152963,73313
429035,65000
429035,223582
242740,390799
387521,89044
1172695,432480
412611,419420
852252,139918
152963,171427
642505,48030
541685,76196
528082,130725
952015,391484
871359,219512
555265,124055
100198,186933
336596,15283
1210136,1684
1108631,21970
641943,444968
1166692,372845
1108631,448727
412611,283772
412611,450641
412611,278059
412611,259510
412611,254955
346127,296896
346127,168504
1350547,422329
429035,43743
530559,257040
1108631,184575
132829,335457
152963,439956
1323187,12836
1365706,462592
1108631,234255
1083373,200947
1210136,456858
1083373,139706
1003058,156552
1083373,369933
1108631,209659
711118,462206
122239,426129
429035,288340
429035,211299
899857,223003
56645,178935
1033504,10412
412611,108417
412611,374599
594399,336855
25081,74296
402224,244010
425356,59873
1210136,176669
152963,360825
1112020,197980
80635,250015
222425,461686
152963,90487
412611,157743
412611,440284
412611,224954
412611,335268
1108631,449489
1083373,338127
1110278,310702
530559,162046
152963,143929
795,207825
256094,464895
1210136,253214
421656,252068
1083373,422044
1083373,4553
1108631,89688
795975,408179
134868,26210
1227164,216425
555251,150439
1150086,423248
632538,438484
291285,11296
160369,296217
1042727,27216
429035,170262
429035,56100
3171,339976
1301279,173589
1365706,227311
432644,99042
209550,822
1144517,350743
109662,26634
1083373,381613
412611,445074
109850,329408
530559,283791
1083373,264513
772262,320130
530559,432152
360552,122449
1150086,259243
1166692,403969
773947,225585
152963,382317
555265,79056
1382282,261979
774424,448057
152963,410582
1324948,179612
26032,19912
931900,456056
295182,420960
530559,114070
200454,23683
152963,458365
1017137,286620
856584,57744
856584,214183
1189339,161205
1189339,464496
1189339,73421
796253,391226
40024,117075
223972,328548
18424,77640
1217330,271887
1276617,420960
931900,298771
384345,368403
861299,382437
406902,234260
686012,321293
530559,265920
686012,188227
855713,403564
1367426,15327
1367426,282528
1367426,458501
588445,307564
1183793,106741
50340,8411
781189,186256
152963,259962
765671,30689
1108631,119744
213467,1382
906971,259962
1189339,311244
167506,260203
152963,314285
193936,398115
143411,355393
796253,146471
652700,257575
755636,394678
214105,310233
863549,371204
152963,408451
970345,422417
18424,222697
263783,299038
861299,418366
1289569,225572
931900,13951
152963,25025
780301,235673
751418,377869
861299,394974
856489,334800
588708,48744
1212071,444190
152963,55955
931900,219260
861299,101617
861299,448986
904265,466342
1286090,121017
1218480,248626
654496,364762
1289569,365758
518659,349318
173863,422494
173863,122449
700327,131080
1354560,118914
281703,461686
863549,7130
492432,382419
856584,88806
182994,275729
954836,77148
530559,258600
861299,235673
1232884,195901
686012,141755
152963,384302
530559,356718
530559,6792
129642,298771
391281,391189
1090124,377327
588708,48744
214105,275219
1108631,370037
1320394,189356
530559,56323
737166,302559
152963,138661
1126945,131080
107998,69799
348159,390984
1367426,222580
861299,457412
486538,100199
1117312,297726
1108631,66448
152963,54558
345560,36859
1289569,85377
858324,416017
351661,461686
530559,157743
1215171,310944
152963,119736
839761,316722
1002107,202268
981323,138427
256094,464895
1229254,133224
1355275,246610
1329712,82539
861299,84475
530559,450835
188116,83572
188116,79801
1385073,869
1385073,277490
57559,421788
530559,134992
463354,461614
1066337,218746
902756,243067
902756,168807
276034,302433
283477,123995
283477,260966
132168,378893
151138,144648
686012,49029
518659,315309
518659,372395
518659,235559
154503,422679
261694,312728
726734,421788
861299,61303
451990,22716
686012,244717
861299,235796
686012,396853
955719,162745
11209,131609
11209,185741
1360055,458096
1360055,162353
1082641,14520
246785,390289
1212631,260621
1256293,333039
861299,155188
1108631,279720
1329712,125311
1052281,257040
1380719,67811
861299,270383
1256293,322892
246785,155485
1082641,127052
686012,69533
11209,272649
1108631,248455
1385073,55871
1335601,375157
380635,269301
1385073,260257
465427,378933
889526,435618
1385073,362191
1385073,119736
861299,381200
1172832,455783
188116,172606
1108631,154638
616521,432478
846763,28072
1076167,172103
530559,266900
316850,237244
530559,201429
973332,252340
861299,146325
446985,434652
57929,288267
535009,257031
442771,115631
1365156,333989
686012,289858
246785,43055
246785,206000
246785,91556
775942,65764
188116,368360
188116,443875
188116,172606
188116,368360
367586,322190
686012,368403
1385073,185933
518659,267236
518659,202611
518659,196658
518659,336850
692653,302329
1108631,438484
186,49029
680026,34695
738746,465680
1385073,378593
431790,546
708533,244204
861299,267236
283477,306161
1009644,222097
1108631,95448
1108631,359040
1108631,340158
316850,267236
740116,14430
203017,461686
740861,45420
942096,118752
686012,15938
1360055,32856
1256293,10572
246785,64747
246785,233008
686012,119736
185971,234255
802281,275469
595640,248455
1260275,319900
846763,10572
846763,322892
429035,302098
429035,415056
432404,42
432404,419468
861299,218817
1108631,156152
1385073,355707
1385073,407687
861299,448494
283477,171875
283477,281717
283477,334401
1196322,377869
59604,257040
446985,459475
530559,384892
861299,327424
316850,76060
1108631,167501
738746,384528
1053581,122604
55599,377691
600025,220202
692653,15157
203017,17724
188116,79801
188116,83572
651553,123509
861299,113764
861299,221900
1121776,100367
1385073,205764
650670,374962
146547,222082
902756,335206
846763,333039
595826,84310
429035,242905
429035,211299
861299,309557
301189,257040
527903,21035
1363994,355200
1385073,63543
770651,358594
