visitorid,itemid,transactionid
350566,136526,2204
350566,151855,10236
350566,154812,8172
350566,156457,6616
350566,163352,15319
350566,163689,10669
350566,16417,6912
350566,170262,6263
350566,170262,8789
350566,170438,17061
350566,183049,6362
350566,184086,11229
350566,184397,13426
350566,189108,17348
350566,192990,37
350566,193718,6159
350566,195234,14246
350566,195958,10669
350566,198690,7656
350566,200242,13498
350566,200527,12786
350566,204209,17369
350566,206809,949
350566,210137,1204
350566,211207,15454
350566,214757,553
350566,215904,9022
350566,216260,7772
350566,217068,16979
350566,222208,17560
350566,226327,17572
350566,229577,14881
350566,230911,5896
350566,23251,75
350566,234255,13479
350566,234493,8032
350566,235933,7754
350566,239210,10530
350566,241716,15826
350566,241755,12198
350566,247862,1918
350566,249207,1629
350566,251130,4219
350566,252040,12791
350566,254301,12397
350566,257070,4670
350566,259964,7348
350566,261940,4219
350566,264801,15076
350566,266439,17628
350566,26745,10236
350566,268335,9658
350566,270487,12198
350566,277119,4219
350566,283766,6912
350566,284871,8796
350566,285202,1456
350566,288525,10236
350566,29741,1204
350566,302239,14805
350566,302391,1968
350566,309821,2189
350566,331980,12791
350566,332721,6263
350566,341578,7980
350566,345994,6159
350566,346186,15950
350566,347850,174
350566,34853,7416
350566,353111,7826
350566,358882,4452
350566,361554,9003
350566,36372,8686
350566,369093,12822
350566,369112,15492
350566,370745,37
350566,372845,7538
350566,372845,7538
350566,374092,4925
350566,382595,16288
350566,385638,147
350566,388558,14210
350566,394518,2285
350566,404129,8951
350566,428015,15256
350566,442131,6263
350566,442725,11804
350566,442871,8245
350566,445241,5359
350566,452481,2544
350566,459480,3240
350566,462070,14680
350566,51354,16469
350566,54058,8796
350566,56323,6196
350566,57577,14576
350566,57702,13098
350566,60012,5648
350566,68532,2021
350566,68923,16287
350566,6913,4894
350566,69533,461
350566,71640,9840
350566,79956,12791
350566,82232,7307
350566,85914,17369
350566,9087,11804
350566,93828,6459
350566,94344,11804
350678,138427,6581
350733,13711,17601
350839,120941,4437
351199,465751,10205
351199,465751,8489
351211,167769,17023
351211,51157,17023
351630,224187,9102
351661,461686,15987
351730,416017,9152
351979,124583,11041
352193,358041,3357
353070,465616,10991
353096,181315,9804
353143,30964,15497
353262,245015,7646
353389,440677,2910
353643,431216,9191
353891,388329,9909
353930,387780,1997
354324,78890,652
354368,187351,5228
354436,208939,13851
354447,193488,6008
354447,41295,6008
354554,369933,13526
354554,369933,15129
354554,369933,929
354579,104781,1301
354579,6720,1301
354660,413902,2330
354660,413902,2330
354704,408126,6892
354751,371474,17205
354752,429264,14722
354764,233734,13557
354766,184370,15774
354766,1895,15774
354766,329729,15774
355053,350191,7969
355056,17478,11383
355146,369447,9220
355146,379192,9220
355146,93169,9220
355297,213213,5356
355334,46109,10237
355392,330305,4758
355706,182050,10190
355834,148146,10946
355834,175199,10946
355834,187602,10946
355834,300394,10946
355834,318893,10946
355934,4538,2522
356231,55955,1564
356300,355874,13145
356329,266900,14403
356340,449559,13930
356571,323381,9018
356818,333804,15245
356818,339975,15245
356890,430341,2880
357181,229725,14273
357339,432343,15932
357597,125751,13324
357740,118914,3299
358407,227076,8397
358516,124193,3094
358516,149253,7936
358516,152120,10881
358516,188353,13596
358516,188718,6113
358516,200854,6113
358516,393978,3957
358516,430094,12452
358516,432184,1135
358516,454818,9754
358516,460553,8339
358516,77769,12263
358516,84593,1611
358631,65273,15960
358674,420960,13763
358806,437602,12070
358806,68000,4323
359044,378593,16776
359094,299384,15093
359145,45330,16411
359146,317199,3122
359293,340375,1442
359448,207907,9519
359647,189339,14027
359681,15466,12132
359742,46444,13616
359890,145100,7300
359914,307322,12405
359960,315405,11964
360237,397390,8560
360394,437106,9532
360552,122449,5373
360552,367490,13910
360742,166691,4250
360945,150398,2468
361041,221561,11108
361066,347617,6509
361291,214461,12613
361291,29196,16940
361302,203571,1193
361339,20388,11387
361387,43485,15665
361387,43485,3881
361527,391496,7965
361876,368112,17456
361876,59761,17456
361960,450082,11039
362141,311200,7706
362910,111530,6863
363277,178621,12268
363277,201701,12268
363402,121078,17558
363577,413902,5548
363924,360922,10800
364073,113440,11043
364212,47682,9083
364536,167126,7428
364726,365015,9270
364892,458046,8452
365060,31640,4738
365135,208939,1037
365136,224586,5965
365194,371794,13392
365315,146274,4389
365315,218771,4389
365347,419371,11337
365832,339829,16771
365845,92668,15580
365905,459201,14771
365962,217043,10316
365962,7111,13022
365962,72031,6355
366202,460553,10527
366204,128519,17216
366331,174993,668
366364,345156,16645
366382,1377,11993
366382,386160,1662
366436,33139,11408
366464,290999,8249
366509,128745,4188
366614,387265,7014
366681,134191,5964
366681,389018,5964
366706,192245,14547
366742,231810,13095
366799,316753,4212
366799,344723,10448
366911,324209,15870
367079,441953,17394
367087,179372,12123
367291,159428,10045
367301,188390,4045
367329,365044,9310
367376,109663,16654
367485,338879,11038
367586,322190,4946
367862,466109,4683
367987,256513,2660
368033,204023,10071
368241,404793,3478
368444,420123,2219
368499,368403,1129
368611,57245,9546
368787,465650,9573
368807,7943,10470
368819,433567,17667
369102,319680,3302
369168,116772,17057
369168,293963,17057
369254,291409,17386
369374,148996,331
369432,453192,15206
369433,204070,11007
369533,373842,637
369557,173766,6804
369973,187691,11624
370007,218626,7976
370053,282385,6214
370154,268772,2526
370237,172894,7401
370237,212370,7401
370331,357541,9484
370541,266468,6715
370552,386247,12679
370681,178274,10966
370681,178274,7887
370723,12217,2244
370723,170262,2244
370759,279517,5789
370800,18303,10083
370863,173847,2184
370928,299222,3138
371540,215363,16805
371604,101698,70
371604,11390,17642
371604,11670,8446
371604,129972,4713
371604,134118,7890
371604,137102,3251
371604,138677,5540
371604,172842,10970
371604,175273,12806
371604,175668,4080
371604,191106,2257
371604,200536,6296
371604,206241,15265
371604,232780,5259
371604,235796,10266
371604,243355,16974
371604,243843,5913
371604,24734,4973
371604,257611,11936
371604,259078,7504
371604,270745,1626
371604,279052,15439
371604,284901,9748
371604,287972,10232
371604,297965,12806
371604,302587,6554
371604,315571,10161
371604,340375,15730
371604,346213,11535
371604,346673,2257
371604,349815,6039
371604,35061,14627
371604,359863,660
371604,363602,5890
371604,383869,17408
371604,384470,13802
371604,407078,7730
371604,41803,14094
371604,426751,7429
371604,432357,755
371604,443320,17076
371604,460553,5843
371604,496,6894
371604,61298,9949
371604,62035,13371
371604,80435,15730
371604,90921,9362
371604,91998,660
371606,106575,4459
371606,116721,15582
371606,119736,17358
371606,121680,14818
371606,126644,5103
371606,128513,11977
371606,133001,9578
371606,134191,14818
371606,149382,13072
371606,149382,2235
371606,150547,64
371606,152836,4625
371606,161623,318
371606,162863,3187
371606,169213,3239
371606,170952,3384
371606,175749,4829
371606,176648,4829
371606,186702,17358
371606,199018,904
371606,204494,5435
371606,204820,570
371606,208695,8885
371606,213834,10965
371606,218626,14676
371606,219512,6232
371606,220797,1514
371606,222848,10919
371606,231482,17420
371606,233734,17322
371606,234033,3508
371606,235971,6131
371606,236000,9231
371606,243355,2579
371606,244027,11437
371606,2463,13313
371606,249804,17358
371606,25091,6147
371606,253286,10245
371606,256280,17157
371606,258148,11970
371606,259059,266
371606,268081,2053
371606,269079,11312
371606,272370,13709
371606,276494,13093
371606,288525,11437
371606,289096,11166
371606,289298,1811
371606,294242,15785
371606,294449,12915
371606,297441,3443
371606,297565,3479
371606,29757,1690
371606,298830,904
371606,29940,5903
371606,310314,2887
371606,319092,10446
371606,325652,2735
371606,330900,13432
371606,337361,17358
371606,342530,15785
371606,352091,17358
371606,354881,15309
371606,360825,10802
371606,367588,15609
371606,367696,3496
371606,379480,1123
371606,385261,904
371606,393111,1046
371606,393123,2132
371606,399592,139
371606,413839,5638
371606,416154,3239
371606,424293,3856
371606,424506,4829
371606,425094,5202
371606,428879,14621
371606,428891,4808
371606,430197,2881
371606,435709,11765
371606,438092,3958
371606,439875,14321
371606,452194,10568
371606,463617,10965
371606,48030,3342
371606,49257,14365
371606,77733,17358
371606,77735,16595
371606,78729,16829
371606,89646,10656
371606,90219,16374
371606,90487,15309
371606,90931,10696
371654,88985,11464
371700,429721,15531
371700,429721,6599
371711,262407,1994
371733,36864,15202
371760,259105,8044
371941,134309,10807
372048,55251,8868
372352,57788,12398
372354,386480,6055
372447,463002,209
372549,300252,3970
372609,339808,12748
372661,339517,3687
372687,156591,12958
372748,222514,17071
372748,82811,17071
373098,73695,10243
373182,139243,7776
373194,457045,5945
373274,375955,16957
373274,375955,6377
373601,287231,349
373850,342159,15918
373852,312513,6545
373852,385475,17518
373852,385475,9587
373906,265165,716
373992,404096,10096
374076,201667,13838
374417,272890,4652
374477,30990,6004
374586,188148,13594
374587,145403,2974
374700,427103,13323
374805,157121,9493
374805,341701,9493
374805,381759,9493
374805,54980,9493
374903,448601,15186
374927,341009,16472
374933,425228,14131
374933,425228,7117
375068,190000,13217
375068,190000,16754
375095,294807,13973
375110,382751,8150
375608,92361,938
375703,235224,8724
375760,73311,5530
375772,77399,6235
375934,77321,14065
375934,77321,5325
376236,40593,1819
376250,248455,3486
376250,438484,10593
376250,438484,3791
376440,325310,15559
376507,436004,6888
376557,351464,5323
376591,257534,3442
376721,149582,14263
376721,328185,14263
376721,440826,14263
376721,95467,14263
376837,368180,16753
376897,427211,10690
376905,8271,15696
377073,461765,8474
377478,74789,17575
377483,272813,10305
377569,132507,15903
377699,169256,12103
377978,384170,5985
377978,461686,5985
377992,191461,8267
377992,455614,8267
378296,145403,6223
378396,117730,15620
378396,74750,15620
379008,441645,4974
379008,441645,5846
379036,416017,12549
379058,125799,12342
379058,140527,12342
379058,171195,12342
379058,18252,12342
379058,18717,12342
379058,254029,12342
379058,288901,12342
379058,308648,12342
379058,368360,12342
379058,400946,12342
379092,159380,15204
379340,220445,7797
379363,449381,4659
379562,316472,9708
379698,384415,13201
379844,100393,2719
379864,168952,11008
379894,234494,6860
379925,257723,7480
379925,280939,7480
379932,119736,12872
379932,132126,15988
379932,133332,7408
379932,242905,8722
379932,318333,14432
379932,320130,14782
379932,367391,16945
379932,375796,7004
379932,399305,6520
379932,427978,3709
379932,444899,6317
379932,65540,12872
379932,7943,14858
379932,79956,955
379932,81453,13659
380118,283201,3993
380635,269301,8965
381031,49418,17431
381045,12720,5422
381045,21529,8605
381122,167540,1709
381186,172113,7001
381222,84160,3445
381263,339917,6732
381345,409804,12192
381345,46232,12780
381345,46232,15332
381439,266900,12536
381504,176119,7436
381564,310702,8662
381825,432183,7734
381872,334401,8830
381872,60159,8830
381944,184620,4699
382286,257978,14563
382286,280234,14563
382299,284080,8158
382299,410355,8158
382460,67081,9718
382473,218794,903
382509,176584,16167
382599,429081,16585
382599,92466,16585
382721,71220,11360
382731,414100,377
382750,17812,958
382808,386092,1775
382902,255285,1084
382922,174489,17229
383087,79378,1385
383168,219300,12410
383271,90910,14908
383676,457995,17511
383786,312728,3266
383786,338435,2557
383786,390591,16922
384025,257412,1209
384126,10457,7949
384126,107460,7949
384126,138456,7949
384126,190534,7949
384126,211300,7949
384126,398714,7949
384289,300431,6963
384345,368403,15544
384466,310944,4089
384466,455257,4089
384535,77844,3192
384851,294287,6956
384851,294287,7584
385071,269088,1666
385345,358895,1220
385414,340093,16058
385715,461686,1852
385779,425892,9786
385857,173313,12935
385857,258810,12935
385857,563,12935
385857,67175,12935
386187,330506,11019
386503,234185,5998
386656,98308,5882
386745,3629,7679
386777,385498,8691
386796,220599,8077
386842,316472,3200
386976,285036,13468
387037,199,3343
387144,28238,16554
387144,287449,16554
387388,239564,1021
387388,48030,1021
387466,12357,1169
387466,368766,1169
387516,103985,198
387521,89044,12126
387538,185616,11417
387601,354462,15330
387860,160975,12733
387929,289844,2956
387931,200191,8416
388066,224936,2771
388182,211243,17409
388182,326314,17409
388255,186306,5441
388441,248605,1297
388461,112047,12178
388461,282446,12178
388556,49990,10179
388612,81473,16345
388612,81473,16867
388612,81473,550
388679,357541,4842
388893,42002,3430
389030,315545,1645
389058,279316,7941
389058,34148,7941
389066,369933,16681
389069,369933,16723
389287,280802,2348
389361,146630,16607
389441,139740,4951
389503,109583,4561
389532,111122,15240
389532,119736,16071
389532,122465,14942
389532,137697,1317
389532,138309,17085
389532,171719,4092
389532,18454,9509
389532,184926,6183
389532,186435,7649
389532,216207,14077
389532,221935,17085
389532,224169,455
389532,23762,13440
389532,244458,9770
389532,26839,3717
389532,270081,17085
389532,277106,17085
389532,277276,13810
389532,29791,15834
389532,299038,15240
389532,303695,13078
389532,305016,17085
389532,307355,9430
389532,309778,16252
389532,31450,15989
389532,314789,3026
389532,316467,17085
389532,318051,3627
389532,318392,7661
389532,346384,13263
389532,353482,8812
389532,355325,10013
389532,358565,17085
389532,359974,14942
389532,369447,12230
389532,386930,2969
389532,387373,14033
389532,388897,3627
389532,391020,7543
389532,393691,16071
389532,394931,625
389532,428072,17085
389532,431616,2514
389532,435557,15240
389532,441050,4092
389532,441256,17085
389532,453390,14447
389532,456056,9430
389532,461339,11145
389532,46156,1176
389532,58752,2359
389532,88921,17085
389694,316183,12678
389694,387432,12678
389757,242976,5277
389780,291629,2805
389780,5848,2805
389947,424409,9825
390022,181689,2949
390022,196693,15190
390023,184505,3809
390023,337161,3809
390023,421943,3809
390258,1261,10673
390314,257040,4782
390426,352723,8976
390499,2175,10618
390499,33537,10618
390547,333191,14623
390625,67081,495
390743,112030,7195
390743,44393,7195
390770,248239,1344
390888,100918,11699
390933,219181,6511
391066,165267,14058
391066,331510,14058
391094,268883,1441
391231,328486,16689
391231,328486,8854
391258,239529,13611
391281,391189,980
391300,435167,8098
391329,43830,1977
391329,43830,6998
391446,114213,13652
391657,123756,3491
391657,184458,3491
391657,204158,3491
391657,334982,3491
391814,266521,5369
391814,378211,7682
391814,378211,7682
391939,19629,17233
391939,312717,11223
391980,88904,9498
392246,143896,4392
392246,334401,4392
392246,343151,4392
392296,305656,13203
392404,388276,16390
392448,330469,1599
392507,454818,14774
392739,302098,13971
392741,287496,7259
392826,378637,11000
392826,413250,192
392826,439646,192
392947,88098,5487
393085,422671,3273
393237,218794,15021
393237,36972,15021
393237,461686,15021
393239,84810,16969
393334,305588,11822
393480,79565,245
393480,79565,4077
393598,250958,12714
393634,5790,1171
393733,143416,6098
393947,168952,8930
393972,133907,11181
393972,16063,95
393972,198858,95
393972,202425,95
393972,382958,11181
394054,149723,11366
394294,373877,14713
394366,409804,5268
394489,437746,1784
394686,54396,7843
394989,164313,10118
394989,173026,10118
394989,390615,10118
395411,322620,1577
395510,225412,11981
395522,23762,15797
395522,280342,11661
395552,442725,5678
395552,442889,5678
395552,75102,5678
395552,92466,5678
395585,212767,10692
395626,5730,13837
395650,112594,14454
395664,239848,8623
395684,315543,14768
395745,51354,13069
395920,295410,12606
395979,230075,13702
396040,461686,5693
396151,6633,14605
396571,254655,11749
396571,254655,834
396571,254655,8529
396571,264972,14753
396571,299804,11749
396571,299804,834
396571,299804,8529
396709,321712,7334
396761,36873,17479
396761,391728,12661
396761,391728,12661
397078,288846,2563
397091,339703,11438
397111,347549,6569
397272,392895,12735
397297,403576,12840
397350,60980,8807
397522,296536,16648
397573,8627,15854
397620,165415,4049
397639,75195,9709
397729,302478,8589
397738,400533,6002
397738,458882,6002
398144,24292,5308
398205,120432,3128
398205,16775,3128
398205,257031,3128
398205,266140,3128
398205,288525,3128
398205,357712,3128
398205,457970,3128
398205,89901,3128
398227,269085,9955
398617,248973,8535
398756,340808,8334
398779,218277,1913
399094,382848,2984
399290,412662,9919
399822,280270,16638
399822,453427,16638
400159,105875,13338
400159,263993,13338
400271,257040,5647
400596,217869,11704
400676,62599,11659
400737,829,16748
400788,329361,6019
400794,141755,4199
400870,144015,3838
400991,294807,9671
401220,380218,1061
401323,213834,17259
401323,445351,17259
401480,243566,11102
401663,320159,10160
401855,420960,13103
401860,379390,9861
401899,369933,11354
401979,227024,9556
401979,230397,9556
401979,299111,9556
402224,244010,4735
402233,144053,396
402416,179094,3990
402416,296933,3990
402416,296933,462
402529,200793,8667
403042,319160,3621
403341,173956,7473
403374,7943,13644
403492,179496,1454
403492,266900,11973
403492,34355,15694
403492,441852,10365
403643,171555,11532
403777,51360,12676
403958,332065,17045
403958,8140,17045
404036,10572,17622
404036,461686,17622
404061,26046,10392
404146,144236,9687
404403,111083,4401
404403,118199,3712
404403,120259,12180
404403,138434,2684
404403,146735,7630
404403,150100,5216
404403,150215,11023
404403,167985,94
404403,16813,17060
404403,17478,7076
404403,175555,4418
404403,179136,5758
404403,187200,12706
404403,197968,5269
404403,197980,6149
404403,218626,5610
404403,21886,14677
404403,234199,7630
404403,235748,17231
404403,240558,12614
404403,242521,16021
404403,243376,6306
404403,26210,15931
404403,268335,4160
404403,272813,1989
404403,332224,1727
404403,338148,8773
404403,359040,13747
404403,36013,7630
404403,378845,16207
404403,416187,7630
404403,421606,6666
404403,422425,5568
404403,422481,17231
404403,428067,2849
404403,448494,10598
404403,449946,12614
404403,4887,7630
404403,50934,7686
404403,55706,15880
404403,63859,10451
404403,85579,3042
404403,86894,17231
404403,92668,3325
404403,95426,11023
404798,206937,4594
404907,13043,6480
404945,435047,12965
405120,265113,16522
405156,174417,5364
405156,195809,11935
405156,285637,11935
405156,59653,5364
405190,290146,5165
405676,50259,13755
405759,363040,8366
405804,295127,12341
405804,354881,12341
405816,300559,1166
406203,52928,13255
406325,115250,1828
406338,139462,16470
406584,204782,16869
406902,234260,6268
407086,67486,16970
407277,214495,969
407277,293799,969
407393,36290,780
407522,307588,2975
407615,48606,6949
407633,378076,12472
407633,378076,208
407740,230931,15788
407747,317938,12455
407750,242521,5577
407800,315545,12617
407882,1171,3653
407882,412906,2497
407882,420238,9230
407882,64026,2497
408063,24136,11939
408063,90822,11939
408063,90822,9185
408181,391189,7296
408300,92814,17392
408300,92814,840
408446,302307,13449
408630,98178,11890
408637,200242,5205
408762,211418,16823
408865,237422,4870
408951,318457,16100
409239,380493,15707
409412,358565,7029
409446,126623,8325
409635,118856,13158
409649,82232,12492
409649,82232,14844
409799,426958,13581
409939,465622,17623
410094,410122,454
410170,444991,15901
410314,27494,7187
410385,316753,16174
410452,244939,11974
410452,338721,11974
410452,451427,11974
410479,405889,11882
410486,235700,3561
410594,312728,2604
410594,409804,6129
410663,325772,12817
410791,302858,13649
410801,345279,6105
410841,132445,6094
410841,280800,6094
410841,461686,6094
411182,274056,10843
411302,457613,2873
411554,38932,5816
411703,162474,15027
411798,228151,11153
411798,253338,11153
412091,72031,2895
412092,392355,12424
412120,254418,11618
412234,308053,14614
412234,98652,14614
412239,332629,10855
412249,62300,15274
412298,655,10909
412353,293767,7933
412374,123329,5586
412403,202983,404
412403,444991,7148
412611,108417,4227
412611,157743,4227
412611,224954,4227
412611,254955,4227
412611,256618,4227
412611,259510,4227
412611,278059,4227
412611,283772,4227
412611,335268,4227
412611,374599,4227
412611,380815,4227
412611,419420,4227
412611,440284,4227
412611,445074,4227
412611,450641,4227
412611,98198,4227
412692,145159,13830
412758,304628,13335
412781,213834,8566
412781,445351,8566
413096,127969,6249
413174,415818,4714
413313,16344,15195
413498,459241,11292
413676,305072,1192
413758,321089,17315
413758,321089,9727
413758,426635,17315
413758,426635,9727
413841,350384,428
413938,316517,2710
414189,213834,4992
414189,80122,4992
414249,238722,6318
414307,102471,15779
414326,176869,15326
414380,257040,1190
414380,257040,3817
414480,427703,13633
414616,451312,11992
414616,454878,11992
415080,35278,14357
415285,460188,12261
415316,87081,14037
415345,216842,7247
415453,214495,6604
415453,408384,3287
415471,55799,13828
415617,423269,14721
415676,173365,14758
415859,454031,15458
415893,305991,1504
415923,232085,13833
416108,360213,11291
416295,64874,14838
416308,47647,14039
416426,428015,6165
416496,143860,16328
416496,147008,11192
416496,156552,1067
416496,216930,11250
416496,248973,13125
416496,266439,10461
416496,295537,4669
416496,312728,11839
416496,312728,3760
416496,436172,4669
416496,64820,5449
416697,257420,11385
416702,286165,14953
416882,48030,6278
417076,270082,8503
417153,444741,17039
417161,20740,5538
417215,233439,4483
417312,139435,14696
417312,169864,14696
417312,239297,14696
417312,300951,14696
417594,32227,16988
417594,417594,16988
417594,57841,16988
418092,426707,2307
418115,365889,12902
418229,244491,15993
418307,180128,10030
418591,32771,5982
418630,307941,8385
418630,318851,8385
418715,159822,3071
418715,90389,3071
418745,133423,832
418774,230892,11756
418867,192569,246
418867,260415,246
418925,546,10523
418959,293583,7032
418973,270383,9351
419048,123079,14500
419333,227095,14755
419475,213834,17238
419475,46130,17238
419532,214757,6870
419535,212108,5490
419612,274460,7580
420421,202171,9439
420548,176363,17272
420572,198903,9724
420780,305997,11213
420807,81251,3978
420941,422948,187
421085,173589,2524
421133,381766,7741
421440,89775,9525
421656,252068,9475
422045,361554,1568
422045,361554,6424
422169,222556,3644
422291,317557,16489
422603,9877,1608
422603,99260,1608
422618,410176,17111
422668,314789,16108
422668,314789,4707
422745,154912,2850
422745,399053,2850
422787,259078,12051
422894,457970,7340
422894,89901,13945
423185,199931,5946
423686,336301,15802
423912,192792,5601
424432,393419,5952
424452,85842,3
424472,153135,1333
424472,213423,1333
424472,421702,1333
424472,441852,1333
424643,309005,10271
424706,281717,17142
424759,546,16300
424807,289486,2320
424884,151228,9868
424955,463118,6357
425069,167501,5313
425069,25688,5313
425131,441852,13724
425356,59873,2135
425428,350968,4279
425539,338960,2006
425539,8516,2595
425614,230281,4126
425648,349506,5411
425801,371470,11256
426015,457119,2250
426059,150547,4283
426208,265703,4059
426226,15938,1372
426297,274710,9967
427158,330469,2203
427234,134118,6142
427346,362340,3156
427353,183361,10782
427421,457843,12571
427504,375693,4425
427504,407402,4425
427504,442686,15592
427583,62737,13893
427619,414428,1200
427622,143860,12120
427622,312728,6596
427622,370442,11073
427675,340921,3289
427724,131858,7297
427724,39449,7297
427756,342659,13143
427854,32267,121
427943,139725,84
427949,388202,12576
428022,386758,4770
428189,226419,14066
428220,323093,6947
428251,51642,14628
428397,389158,13170
428415,19349,7531
428516,153504,16245
428853,312717,7061
428870,57245,10463
428886,193518,4394
428964,92548,5252
428976,132594,12207
429035,170262,14984
429035,211299,14984
429035,211299,6692
429035,223582,14984
429035,242905,6692
429035,288340,14984
429035,288340,6692
429035,302098,6692
429035,415056,6692
429035,43743,14984
429035,56100,14984
429035,65000,14984
429035,65000,6692
429126,73593,5151
429139,175668,6635
429169,374759,2409
429195,314697,11482
429213,415884,255
429213,415884,6929
429418,158834,11889
429418,29877,11889
429418,92466,11889
429461,334401,10976
429461,339901,10976
429610,137974,9027
429764,48213,5763
430099,334662,17561
430152,167971,8437
430186,90931,7990
430190,447215,6327
430234,298560,191
430569,279457,16844
430663,212171,10684
430663,257534,10684
430663,278380,10684
430663,370140,10684
430822,317899,10432
430822,340347,1066
430907,448091,11544
430913,124264,2615
430913,183511,1519
430913,188051,4016
430913,190000,4478
430913,198784,4478
430913,233132,1519
430913,29196,11084
430913,414654,1519
430913,428534,3459
430913,446820,14524
430913,455183,4478
430913,83570,1519
430945,233200,11185
431138,414410,7651
431790,546,14355
431811,144675,14291
431937,442845,13625
431941,246532,14856
431956,88307,17042
432060,399531,10826
432140,17478,3671
432335,348620,1538
432343,408933,1616
432345,247280,15705
432404,419468,15041
432404,42,15041
432499,142671,17068
432499,142671,4264
432569,180751,13136
432644,99042,13209
432814,436748,17460
433031,179436,15023
433067,101876,12236
433067,296448,12236
433111,135918,11090
433111,217584,11090
433148,110517,5745
433256,114768,17182
433471,226111,16862
433583,152644,16451
433583,189313,7802
433583,206930,16451
433583,323030,16451
433583,414241,16451
433583,418277,16451
433786,221329,12083
433791,139918,8357
433791,302142,2853
434180,335041,1904
434180,335041,299
434250,436549,6982
434250,78494,10067
434317,450248,2487
434333,465977,10494
434418,159822,3785
434418,349140,3785
434418,400397,3785
434489,326697,11983
434493,29863,16393
434507,546,408
434563,80435,13827
434601,178484,8450
434803,418201,10688
434803,432912,10688
434803,446981,10688
434803,62404,10688
434900,320130,635
434902,38517,13340
435019,33912,17073
435041,335630,16840
435104,48030,7011
435144,40970,1630
435336,385735,11670
435495,175893,6173
435603,335366,5884
435940,92271,3375
435977,192413,9261
435977,406775,9261
436023,256665,12644
436334,139515,3447
436380,266521,6266
436517,409804,17297
436639,165337,14830
436662,139332,2919
436797,226828,7667
436967,389860,12947
437102,272667,16036
437906,29871,13834
437984,83882,14375
438222,132893,9448
438357,141461,5743
438441,108452,4533
438441,119736,2787
438441,119736,375
438441,119736,8568
438441,15822,5148
438441,160272,8568
438441,179601,375
438441,191640,9376
438441,193205,17190
438441,204494,2787
438441,211561,5744
438441,211718,2623
438441,215868,9629
438441,225877,13708
438441,232413,2623
438441,234384,9925
438441,236949,9181
438441,258901,9925
438441,259405,14893
438441,259467,12667
438441,260256,14729
438441,272318,2623
438441,283115,13497
438441,29725,10868
438441,297292,14729
438441,301925,4387
438441,307981,7719
438441,322957,4533
438441,331552,2623
438441,342084,2623
438441,372206,4110
438441,377133,16549
438441,389814,16549
438441,390379,4110
438441,390689,16463
438441,398489,1795
438441,398907,9636
438441,4001,4958
438441,403969,2517
438441,413093,11548
438441,419468,4110
438441,446852,10501
438441,456874,6423
438441,58233,7719
438441,87069,10501
438441,93608,9925
438441,97132,2517
438605,315158,6572
438780,202825,13771
438780,215063,13771
438780,228644,13771
438780,286220,13771
438780,292805,13771
438780,320185,13771
438780,414995,13771
438780,442386,13771
439626,134525,2826
439737,27537,13397
439811,4606,1425
439811,4606,8817
440136,179601,2992
440213,25375,13543
440289,438759,10994
440481,122873,14137
440486,282651,1622
440612,446446,1260
440612,81155,1260
440630,321780,1553
440666,315378,3500
440745,258058,15599
440802,106958,3369
440802,408832,3369
440899,239235,5606
440941,283138,798
441024,312476,12691
441024,312476,13685
441024,52960,12691
441024,52960,13685
441318,234142,1903
441381,39854,741
441470,430317,1860
441506,466710,5555
441506,55112,5555
441527,120357,7603
441641,93267,5187
441688,267593,10937
441737,422451,17030
441782,133244,3386
441858,11523,4919
442319,97750,11418
442692,465135,10713
442771,115631,4568
442882,51483,11485
442911,388097,4844
443006,393689,4565
443013,308025,12725
443200,69101,14480
443581,318333,15871
443938,246560,11694
444320,365411,650
444359,346437,8164
444654,26838,14020
444847,175605,12983
444847,186573,12983
445175,409804,7642
445226,36810,7609
445245,43590,6126
445564,179290,5663
445764,318333,15082
446044,393768,10332
446062,91888,11908
446206,101238,8197
446206,173806,8197
446206,375207,8197
446252,172282,1058
446421,436687,10601
446543,167769,14846
446718,429907,5776
446730,125799,16733
446744,226628,11398
446931,399374,9662
446931,454818,9662
446985,434652,16710
446985,459475,16710
447078,220564,3777
447164,148285,12621
447235,37424,5192
447385,8140,16498
447405,216266,5616
447405,267050,5616
447405,301721,5616
447405,369158,5616
447407,83155,10841
447415,125914,11498
447415,142547,11498
447415,145254,11498
447415,351143,11498
447934,48030,12883
447985,309778,8504
448326,199732,15933
448356,346625,479
448370,236861,1087
448386,249504,6062
448398,280676,586
448398,284871,586
449026,62549,10100
449226,119586,3681
449371,48030,276
449506,77148,7394
449727,192223,3404
449727,65273,3404
449785,198400,575
449785,223944,575
449843,59117,6587
450043,204573,13492
450090,230616,12794
450098,114177,7225
450190,354288,14963
450303,338427,9355
450322,417927,13656
450579,169285,8005
450596,384157,12629
450702,260042,15523
450702,260042,3370
450732,139394,163
450732,402510,163
450873,427499,8897
450950,364640,15715
450966,315158,11027
450977,375021,11990
451001,50133,16107
451072,214461,8507
451106,17478,8899
451189,82552,14280
451333,247909,7705
451610,304081,5014
451673,233454,17069
451673,360812,17069
451673,40046,17069
451673,55727,17069
451676,47024,8017
451822,368841,11342
451953,254290,2755
451953,354881,2755
451990,22716,17098
452009,305656,7798
452090,448066,7407
452114,268081,14863
452149,442131,5141
452189,290227,13718
452250,318610,11883
452316,77173,5127
452625,165169,6444
452649,49676,1728
452653,46031,3580
